,sequence,verbose,loss,fid
4956,"(6, 4, 4, 2, 6)","1-2, 0-3, 0-3, 0-1, 1-2",3.6873363892050005e-13,0.9999999999996309
1885,"(2, 7, 3, 10, 2)","0-1, 1-3, 0-2, 2-3, 0-1",3.7333937155817195e-13,0.9999999999996265
6514,"(7, 7, 6, 2, 6)","1-3, 1-3, 1-2, 0-1, 1-2",3.8006382964246545e-13,0.9999999999996207
4987,"(6, 4, 4, 10, 7)","1-2, 0-3, 0-3, 2-3, 1-3",3.8012616653836393e-13,0.9999999999996201
6911,"(10, 2, 6, 10, 2)","2-3, 0-1, 1-2, 2-3, 0-1",3.8043416662486724e-13,0.9999999999996194
6971,"(10, 2, 10, 6, 2)","2-3, 0-1, 2-3, 1-2, 0-1",3.8173714944160933e-13,0.9999999999996181
2353,"(3, 2, 7, 2, 6)","0-2, 0-1, 1-3, 0-1, 1-2",3.831649786905888e-13,0.999999999999617
1416,"(2, 3, 10, 2, 4)","0-1, 0-2, 2-3, 0-1, 0-3",3.846328479883099e-13,0.9999999999996158
2221,"(2, 10, 10, 7, 2)","0-1, 2-3, 2-3, 1-3, 0-1",3.845888312158594e-13,0.9999999999996154
3825,"(4, 4, 6, 3, 2)","0-3, 0-3, 1-2, 0-2, 0-1",3.852199564763068e-13,0.9999999999996149
3096,"(3, 7, 6, 7, 3)","0-2, 1-3, 1-2, 1-3, 0-2",3.8657492096383536e-13,0.9999999999996139
5394,"(6, 7, 6, 10, 4)","1-2, 1-3, 1-2, 2-3, 0-3",3.917480600729256e-13,0.9999999999996081
6728,"(7, 10, 7, 3, 6)","1-3, 2-3, 1-3, 0-2, 1-2",3.9509478168774583e-13,0.9999999999996052
2548,"(3, 3, 7, 7, 4)","0-2, 0-2, 1-3, 1-3, 0-3",3.9871650296489596e-13,0.9999999999996012
7162,"(10, 3, 10, 4, 7)","2-3, 0-2, 2-3, 0-3, 1-3",4.0122697072544363e-13,0.9999999999995991
4898,"(6, 4, 2, 4, 10)","1-2, 0-3, 0-1, 0-3, 2-3",4.04888489540845e-13,0.9999999999995947
3905,"(4, 4, 10, 7, 10)","0-3, 0-3, 2-3, 1-3, 2-3",4.0546618049887154e-13,0.9999999999995945
7864,"(10, 10, 7, 2, 4)","2-3, 2-3, 1-3, 0-1, 0-3",4.068424148727919e-13,0.9999999999995932
6574,"(7, 7, 10, 4, 10)","1-3, 1-3, 2-3, 0-3, 2-3",4.078235662282459e-13,0.9999999999995925
5057,"(6, 4, 7, 10, 4)","1-2, 0-3, 1-3, 2-3, 0-3",4.1029579413414075e-13,0.9999999999995901
5773,"(7, 2, 7, 4, 3)","1-3, 0-1, 1-3, 0-3, 0-2",4.1471380093148754e-13,0.9999999999995852
7171,"(10, 3, 10, 7, 4)","2-3, 0-2, 2-3, 1-3, 0-3",4.1689416358371887e-13,0.9999999999995833
5865,"(7, 3, 3, 2, 4)","1-3, 0-2, 0-2, 0-1, 0-3",4.1940962752172165e-13,0.9999999999995806
4986,"(6, 4, 4, 10, 6)","1-2, 0-3, 0-3, 2-3, 1-2",4.2376864457211256e-13,0.9999999999995761
7195,"(10, 4, 2, 4, 10)","2-3, 0-3, 0-1, 0-3, 2-3",4.246691873749712e-13,0.9999999999995757
3922,"(4, 6, 2, 4, 3)","0-3, 1-2, 0-1, 0-3, 0-2",4.249384938959379e-13,0.9999999999995756
6434,"(7, 7, 2, 6, 3)","1-3, 1-3, 0-1, 1-2, 0-2",4.2445717546451727e-13,0.9999999999995756
7157,"(10, 3, 10, 3, 2)","2-3, 0-2, 2-3, 0-2, 0-1",4.259255667409492e-13,0.9999999999995741
3217,"(3, 10, 3, 2, 4)","0-2, 2-3, 0-2, 0-1, 0-3",4.257057309061464e-13,0.999999999999574
1383,"(2, 3, 7, 2, 10)","0-1, 0-2, 1-3, 0-1, 2-3",4.2750136246591947e-13,0.9999999999995723
2201,"(2, 10, 10, 2, 7)","0-1, 2-3, 2-3, 0-1, 1-3",4.307279070698802e-13,0.9999999999995691
3053,"(3, 7, 4, 6, 2)","0-2, 1-3, 0-3, 1-2, 0-1",4.3161726187082617e-13,0.9999999999995683
7761,"(10, 10, 2, 4, 7)","2-3, 2-3, 0-1, 0-3, 1-3",4.3385155035121456e-13,0.9999999999995655
5391,"(6, 7, 6, 7, 4)","1-2, 1-3, 1-2, 1-3, 0-3",4.376503773654273e-13,0.9999999999995624
5770,"(7, 2, 7, 3, 6)","1-3, 0-1, 1-3, 0-2, 1-2",4.3375931309104485e-13,0.9999999999995624
7819,"(10, 10, 4, 4, 7)","2-3, 2-3, 0-3, 0-3, 1-3",4.393400981276745e-13,0.9999999999995604
4212,"(4, 7, 4, 10, 6)","0-3, 1-3, 0-3, 2-3, 1-2",4.482996093996376e-13,0.9999999999995516
2509,"(3, 3, 6, 6, 10)","0-2, 0-2, 1-2, 1-2, 2-3",4.5010841281514565e-13,0.99999999999955
3926,"(4, 6, 2, 4, 10)","0-3, 1-2, 0-1, 0-3, 2-3",4.5268121771369884e-13,0.9999999999995475
2215,"(2, 10, 10, 6, 2)","0-1, 2-3, 2-3, 1-2, 0-1",4.554236612610248e-13,0.9999999999995443
5505,"(6, 10, 3, 6, 4)","1-2, 2-3, 0-2, 1-2, 0-3",4.571449359982072e-13,0.9999999999995434
5146,"(6, 6, 3, 10, 3)","1-2, 1-2, 0-2, 2-3, 0-2",4.62090616312136e-13,0.9999999999995387
5081,"(6, 4, 10, 6, 4)","1-2, 0-3, 2-3, 1-2, 0-3",4.659876469286481e-13,0.9999999999995345
5183,"(6, 6, 4, 10, 4)","1-2, 1-2, 0-3, 2-3, 0-3",4.670446712485499e-13,0.999999999999533
5021,"(6, 4, 6, 10, 4)","1-2, 0-3, 1-2, 2-3, 0-3",4.686753955893499e-13,0.9999999999995313
1283,"(2, 3, 2, 10, 3)","0-1, 0-2, 0-1, 2-3, 0-2",4.700421223025892e-13,0.9999999999995294
3899,"(4, 4, 10, 6, 10)","0-3, 0-3, 2-3, 1-2, 2-3",4.738548441710903e-13,0.9999999999995254
5776,"(7, 2, 7, 6, 2)","1-3, 0-1, 1-3, 1-2, 0-1",4.996036933826926e-13,0.9999999999995237
5875,"(7, 3, 3, 4, 2)","1-3, 0-2, 0-2, 0-3, 0-1",4.83505370644134e-13,0.9999999999995166
6898,"(10, 2, 6, 4, 10)","2-3, 0-1, 1-2, 0-3, 2-3",4.850972905268737e-13,0.9999999999995145
4929,"(6, 4, 3, 4, 2)","1-2, 0-3, 0-2, 0-3, 0-1",4.882150135332542e-13,0.9999999999995117
6897,"(10, 2, 6, 4, 7)","2-3, 0-1, 1-2, 0-3, 1-3",4.913143020760654e-13,0.9999999999995096
5218,"(6, 6, 7, 4, 2)","1-2, 1-2, 1-3, 0-3, 0-1",4.916796545756916e-13,0.9999999999995084
4231,"(4, 7, 6, 4, 7)","0-3, 1-3, 1-2, 0-3, 1-3",4.923792078833738e-13,0.9999999999995075
4003,"(4, 6, 4, 6, 7)","0-3, 1-2, 0-3, 1-2, 1-3",5.078087519099126e-13,0.9999999999994922
4227,"(4, 7, 6, 4, 2)","0-3, 1-3, 1-2, 0-3, 0-1",5.104068356300732e-13,0.9999999999994894
6594,"(7, 10, 2, 3, 7)","1-3, 2-3, 0-1, 0-2, 1-3",5.131786123922343e-13,0.9999999999994867
7579,"(10, 7, 2, 6, 10)","2-3, 1-3, 0-1, 1-2, 2-3",5.129507641698639e-13,0.9999999999994866
5889,"(7, 3, 3, 7, 4)","1-3, 0-2, 0-2, 1-3, 0-3",5.180807635826441e-13,0.9999999999994822
3462,"(4, 2, 6, 2, 7)","0-3, 0-1, 1-2, 0-1, 1-3",5.186717356055739e-13,0.9999999999994811
5801,"(7, 2, 10, 3, 7)","1-3, 0-1, 2-3, 0-2, 1-3",5.208985484536291e-13,0.9999999999994795
3957,"(4, 6, 3, 4, 2)","0-3, 1-2, 0-2, 0-3, 0-1",5.217907875613116e-13,0.9999999999994783
3324,"(3, 10, 7, 6, 3)","0-2, 2-3, 1-3, 1-2, 0-2",5.248945206723923e-13,0.9999999999994755
6811,"(10, 2, 3, 2, 4)","2-3, 0-1, 0-2, 0-1, 0-3",5.246987731782886e-13,0.9999999999994755
3698,"(4, 3, 7, 4, 6)","0-3, 0-2, 1-3, 0-3, 1-2",5.254355945635519e-13,0.9999999999994744
6850,"(10, 2, 4, 2, 10)","2-3, 0-1, 0-3, 0-1, 2-3",5.280986552481447e-13,0.9999999999994718
5079,"(6, 4, 10, 6, 2)","1-2, 0-3, 2-3, 1-2, 0-1",5.29268755185958e-13,0.999999999999471
4912,"(6, 4, 2, 10, 3)","1-2, 0-3, 0-1, 2-3, 0-2",5.296723947326732e-13,0.9999999999994706
3649,"(4, 3, 6, 2, 4)","0-3, 0-2, 1-2, 0-1, 0-3",5.303721851740854e-13,0.9999999999994699
6221,"(7, 4, 10, 7, 3)","1-3, 0-3, 2-3, 1-3, 0-2",5.346916783032089e-13,0.999999999999466
7597,"(10, 7, 3, 2, 10)","2-3, 1-3, 0-2, 0-1, 2-3",5.355160967209898e-13,0.9999999999994643
6928,"(10, 2, 7, 3, 10)","2-3, 0-1, 1-3, 0-2, 2-3",5.360917695598913e-13,0.9999999999994635
3240,"(3, 10, 3, 10, 6)","0-2, 2-3, 0-2, 2-3, 1-2",5.423206753153301e-13,0.9999999999994578
4460,"(4, 10, 7, 6, 4)","0-3, 2-3, 1-3, 1-2, 0-3",5.420280977815659e-13,0.9999999999994577
2285,"(3, 2, 3, 10, 7)","0-2, 0-1, 0-2, 2-3, 1-3",5.467098570070283e-13,0.9999999999994537
3322,"(3, 10, 7, 4, 10)","0-2, 2-3, 1-3, 0-3, 2-3",5.466321008257614e-13,0.9999999999994533
2488,"(3, 3, 4, 7, 4)","0-2, 0-2, 0-3, 1-3, 0-3",5.473891307600772e-13,0.9999999999994524
5905,"(7, 3, 4, 3, 2)","1-3, 0-2, 0-3, 0-2, 0-1",5.498003741984062e-13,0.99999999999945
7747,"(10, 10, 2, 2, 4)","2-3, 2-3, 0-1, 0-1, 0-3",5.511378015505425e-13,0.9999999999994496
7578,"(10, 7, 2, 6, 7)","2-3, 1-3, 0-1, 1-2, 1-3",5.518467897573548e-13,0.9999999999994487
6624,"(7, 10, 3, 2, 7)","1-3, 2-3, 0-2, 0-1, 1-3",5.520678919330563e-13,0.9999999999994476
4059,"(4, 6, 7, 3, 2)","0-3, 1-2, 1-3, 0-2, 0-1",5.537860246813234e-13,0.999999999999447
5163,"(6, 6, 4, 4, 2)","1-2, 1-2, 0-3, 0-3, 0-1",5.593911420316846e-13,0.9999999999994406
4383,"(4, 10, 4, 3, 2)","0-3, 2-3, 0-3, 0-2, 0-1",5.604409426565613e-13,0.9999999999994397
2192,"(2, 10, 7, 10, 3)","0-1, 2-3, 1-3, 2-3, 0-2",5.626682510664917e-13,0.9999999999994368
3450,"(4, 2, 4, 7, 6)","0-3, 0-1, 0-3, 1-3, 1-2",5.656628131866985e-13,0.9999999999994348
5355,"(6, 7, 4, 6, 10)","1-2, 1-3, 0-3, 1-2, 2-3",5.666698517150503e-13,0.9999999999994331
1256,"(2, 2, 10, 10, 3)","0-1, 0-1, 2-3, 2-3, 0-2",5.68426602900283e-13,0.999999999999432
2508,"(3, 3, 6, 6, 7)","0-2, 0-2, 1-2, 1-2, 1-3",5.676450894500121e-13,0.9999999999994317
4894,"(6, 4, 2, 4, 3)","1-2, 0-3, 0-1, 0-3, 0-2",5.679059576603265e-13,0.9999999999994316
1149,"(2, 2, 4, 3, 4)","0-1, 0-1, 0-3, 0-2, 0-3",5.689578954072343e-13,0.9999999999994308
4596,"(6, 2, 6, 3, 4)","1-2, 0-1, 1-2, 0-2, 0-3",5.704768074145015e-13,0.9999999999994298
7838,"(10, 10, 6, 2, 6)","2-3, 2-3, 1-2, 0-1, 1-2",5.70653967935183e-13,0.9999999999994293
7164,"(10, 3, 10, 6, 3)","2-3, 0-2, 2-3, 1-2, 0-2",5.71407683055539e-13,0.9999999999994285
4919,"(6, 4, 3, 2, 4)","1-2, 0-3, 0-2, 0-1, 0-3",5.740067921813579e-13,0.9999999999994266
5043,"(6, 4, 7, 6, 2)","1-2, 0-3, 1-3, 1-2, 0-1",5.798316684889316e-13,0.9999999999994206
4098,"(4, 6, 10, 3, 6)","0-3, 1-2, 2-3, 0-2, 1-2",5.805689996391667e-13,0.999999999999419
6666,"(7, 10, 4, 3, 7)","1-3, 2-3, 0-3, 0-2, 1-3",5.83183825715138e-13,0.9999999999994171
6956,"(10, 2, 10, 2, 6)","2-3, 0-1, 2-3, 0-1, 1-2",5.841946910658109e-13,0.9999999999994155
3786,"(4, 4, 3, 6, 3)","0-3, 0-3, 0-2, 1-2, 0-2",5.890641535721853e-13,0.9999999999994109
5918,"(7, 3, 4, 6, 3)","1-3, 0-2, 0-3, 1-2, 0-2",5.904058480831224e-13,0.9999999999994098
3474,"(4, 2, 6, 4, 7)","0-3, 0-1, 1-2, 0-3, 1-3",5.899804942006618e-13,0.9999999999994096
3167,"(3, 7, 10, 7, 2)","0-2, 1-3, 2-3, 1-3, 0-1",5.939168438714819e-13,0.9999999999994063
5849,"(7, 3, 2, 6, 7)","1-3, 0-2, 0-1, 1-2, 1-3",5.963584963010174e-13,0.9999999999994039
7444,"(10, 6, 4, 2, 10)","2-3, 1-2, 0-3, 0-1, 2-3",5.967683877459113e-13,0.9999999999994035
3872,"(4, 4, 7, 6, 10)","0-3, 0-3, 1-3, 1-2, 2-3",5.978369834344821e-13,0.9999999999994026
3974,"(4, 6, 3, 7, 10)","0-3, 1-2, 0-2, 1-3, 2-3",5.979335996912623e-13,0.9999999999994021
1545,"(2, 4, 6, 2, 10)","0-1, 0-3, 1-2, 0-1, 2-3",6.01588711401103e-13,0.9999999999993988
3084,"(3, 7, 6, 4, 3)","0-2, 1-3, 1-2, 0-3, 0-2",6.037385715912353e-13,0.9999999999993966
2470,"(3, 3, 4, 2, 4)","0-2, 0-2, 0-3, 0-1, 0-3",6.057684058552907e-13,0.9999999999993946
2141,"(2, 10, 6, 4, 7)","0-1, 2-3, 1-2, 0-3, 1-3",6.085803175598818e-13,0.9999999999993915
4901,"(6, 4, 2, 6, 4)","1-2, 0-3, 0-1, 1-2, 0-3",6.097158325383616e-13,0.99999999999939
3938,"(4, 6, 2, 7, 10)","0-3, 1-2, 0-1, 1-3, 2-3",6.140523232340607e-13,0.999999999999386
5854,"(7, 3, 2, 7, 6)","1-3, 0-2, 0-1, 1-3, 1-2",6.169117167162269e-13,0.9999999999993827
6507,"(7, 7, 4, 10, 4)","1-3, 1-3, 0-3, 2-3, 0-3",6.248413385306792e-13,0.9999999999993749
4782,"(6, 3, 6, 2, 4)","1-2, 0-2, 1-2, 0-1, 0-3",6.269511419695156e-13,0.9999999999993736
4415,"(4, 10, 6, 3, 10)","0-3, 2-3, 1-2, 0-2, 2-3",6.265028136637516e-13,0.9999999999993736
5947,"(7, 3, 6, 4, 2)","1-3, 0-2, 1-2, 0-3, 0-1",6.281905317884959e-13,0.9999999999993716
4889,"(6, 4, 2, 3, 4)","1-2, 0-3, 0-1, 0-2, 0-3",6.283368796304913e-13,0.9999999999993716
2167,"(2, 10, 7, 3, 2)","0-1, 2-3, 1-3, 0-2, 0-1",6.297070297418132e-13,0.9999999999993705
7844,"(10, 10, 6, 3, 6)","2-3, 2-3, 1-2, 0-2, 1-2",6.335642931184501e-13,0.9999999999993667
6086,"(7, 4, 3, 4, 7)","1-3, 0-3, 0-2, 0-3, 1-3",6.36096663392934e-13,0.9999999999993641
6790,"(10, 2, 2, 4, 10)","2-3, 0-1, 0-1, 0-3, 2-3",6.359360522018254e-13,0.9999999999993641
3572,"(4, 3, 2, 4, 6)","0-3, 0-2, 0-1, 0-3, 1-2",6.385319490925183e-13,0.9999999999993615
4398,"(4, 10, 4, 7, 6)","0-3, 2-3, 0-3, 1-3, 1-2",6.381778717598239e-13,0.9999999999993614
6842,"(10, 2, 3, 10, 6)","2-3, 0-1, 0-2, 2-3, 1-2",6.46787749352352e-13,0.9999999999993537
5543,"(6, 10, 4, 6, 7)","1-2, 2-3, 0-3, 1-2, 1-3",6.495360246834403e-13,0.9999999999993499
4788,"(6, 3, 6, 4, 2)","1-2, 0-2, 1-2, 0-3, 0-1",6.501178794660893e-13,0.9999999999993494
4937,"(6, 4, 3, 6, 4)","1-2, 0-3, 0-2, 1-2, 0-3",6.546944574360639e-13,0.9999999999993449
5859,"(7, 3, 2, 10, 4)","1-3, 0-2, 0-1, 2-3, 0-3",6.570843518680242e-13,0.999999999999343
4189,"(4, 7, 4, 2, 6)","0-3, 1-3, 0-3, 0-1, 1-2",6.603706638791173e-13,0.9999999999993396
4676,"(6, 2, 10, 6, 4)","1-2, 0-1, 2-3, 1-2, 0-3",6.621429182514557e-13,0.9999999999993379
4200,"(4, 7, 4, 6, 2)","0-3, 1-3, 0-3, 1-2, 0-1",6.626182926842073e-13,0.9999999999993376
3139,"(3, 7, 7, 10, 4)","0-2, 1-3, 1-3, 2-3, 0-3",6.62650581983695e-13,0.9999999999993376
2193,"(2, 10, 7, 10, 4)","0-1, 2-3, 1-3, 2-3, 0-3",6.622516636031388e-13,0.9999999999993372
1816,"(2, 6, 10, 7, 2)","0-1, 1-2, 2-3, 1-3, 0-1",6.62714502134902e-13,0.9999999999993371
4860,"(6, 3, 10, 4, 6)","1-2, 0-2, 2-3, 0-3, 1-2",6.629566684199659e-13,0.9999999999993366
3971,"(4, 6, 3, 7, 4)","0-3, 1-2, 0-2, 1-3, 0-3",6.712311809605758e-13,0.999999999999329
7794,"(10, 10, 3, 6, 3)","2-3, 2-3, 0-2, 1-2, 0-2",6.729942080231776e-13,0.9999999999993276
3087,"(3, 7, 6, 4, 7)","0-2, 1-3, 1-2, 0-3, 1-3",6.725919198637642e-13,0.999999999999327
5681,"(7, 2, 3, 4, 7)","1-3, 0-1, 0-2, 0-3, 1-3",6.78498244627481e-13,0.9999999999993213
1345,"(2, 3, 4, 10, 2)","0-1, 0-2, 0-3, 2-3, 0-1",6.794078074596136e-13,0.9999999999993207
2209,"(2, 10, 10, 4, 2)","0-1, 2-3, 2-3, 0-3, 0-1",6.80669169494767e-13,0.9999999999993201
1793,"(2, 6, 10, 2, 3)","0-1, 1-2, 2-3, 0-1, 0-2",6.813876375839423e-13,0.9999999999993181
4752,"(6, 3, 4, 3, 2)","1-2, 0-2, 0-3, 0-2, 0-1",6.932261981149759e-13,0.9999999999993076
3081,"(3, 7, 6, 3, 7)","0-2, 1-3, 1-2, 0-2, 1-3",6.981458941138854e-13,0.9999999999993014
6242,"(7, 6, 2, 3, 7)","1-3, 1-2, 0-1, 0-2, 1-3",6.999009994370711e-13,0.9999999999993006
6653,"(7, 10, 3, 10, 6)","1-3, 2-3, 0-2, 2-3, 1-2",7.005381073223288e-13,0.9999999999992993
2724,"(3, 4, 7, 4, 3)","0-2, 0-3, 1-3, 0-3, 0-2",7.00942905958411e-13,0.9999999999992991
4615,"(6, 2, 6, 10, 3)","1-2, 0-1, 1-2, 2-3, 0-2",7.009336239097483e-13,0.9999999999992991
2092,"(2, 10, 4, 2, 6)","0-1, 2-3, 0-3, 0-1, 1-2",7.060559450190736e-13,0.9999999999992933
5861,"(7, 3, 2, 10, 7)","1-3, 0-2, 0-1, 2-3, 1-3",7.072720921317958e-13,0.9999999999992925
3026,"(3, 7, 3, 7, 6)","0-2, 1-3, 0-2, 1-3, 1-2",7.076253342935469e-13,0.9999999999992923
1664,"(2, 6, 2, 10, 7)","0-1, 1-2, 0-1, 2-3, 1-3",7.074807082261166e-13,0.999999999999292
4068,"(4, 6, 7, 4, 6)","0-3, 1-2, 1-3, 0-3, 1-2",7.080938838466336e-13,0.9999999999992917
1252,"(2, 2, 10, 7, 6)","0-1, 0-1, 2-3, 1-3, 1-2",7.087508454617669e-13,0.9999999999992915
3241,"(3, 10, 3, 10, 7)","0-2, 2-3, 0-2, 2-3, 1-3",7.098152624419325e-13,0.9999999999992897
3924,"(4, 6, 2, 4, 6)","0-3, 1-2, 0-1, 0-3, 1-2",7.111404921789815e-13,0.9999999999992888
4062,"(4, 6, 7, 3, 6)","0-3, 1-2, 1-3, 0-2, 1-2",7.21990680823518e-13,0.9999999999992778
3846,"(4, 4, 6, 7, 6)","0-3, 0-3, 1-2, 1-3, 1-2",7.243941969675425e-13,0.9999999999992759
5988,"(7, 3, 7, 4, 10)","1-3, 0-2, 1-3, 0-3, 2-3",7.256103857371692e-13,0.9999999999992741
6393,"(7, 6, 7, 10, 4)","1-3, 1-2, 1-3, 2-3, 0-3",7.340593408772799e-13,0.9999999999992655
5767,"(7, 2, 7, 3, 2)","1-3, 0-1, 1-3, 0-2, 0-1",7.349058963581468e-13,0.9999999999992648
3044,"(3, 7, 4, 3, 6)","0-2, 1-3, 0-3, 0-2, 1-2",7.364454209506472e-13,0.9999999999992634
5554,"(6, 10, 4, 10, 6)","1-2, 2-3, 0-3, 2-3, 1-2",7.393024609956015e-13,0.9999999999992605
1657,"(2, 6, 2, 7, 6)","0-1, 1-2, 0-1, 1-3, 1-2",7.400022342662396e-13,0.9999999999992603
2821,"(3, 6, 3, 7, 10)","0-2, 1-2, 0-2, 1-3, 2-3",7.41368821982373e-13,0.9999999999992584
4394,"(4, 10, 4, 6, 10)","0-3, 2-3, 0-3, 1-2, 2-3",7.430368096538874e-13,0.999999999999257
6385,"(7, 6, 7, 6, 2)","1-3, 1-2, 1-3, 1-2, 0-1",7.458870342105804e-13,0.9999999999992537
4558,"(6, 2, 4, 2, 3)","1-2, 0-1, 0-3, 0-1, 0-2",7.463142693765614e-13,0.9999999999992535
5908,"(7, 3, 4, 3, 6)","1-3, 0-2, 0-3, 0-2, 1-2",7.466650502653251e-13,0.9999999999992528
7784,"(10, 10, 3, 2, 6)","2-3, 2-3, 0-2, 0-1, 1-2",7.485834536203236e-13,0.9999999999992513
4892,"(6, 4, 2, 3, 10)","1-2, 0-3, 0-1, 0-2, 2-3",7.500212516455411e-13,0.9999999999992502
5365,"(6, 7, 4, 10, 6)","1-2, 1-3, 0-3, 2-3, 1-2",7.520173836794595e-13,0.9999999999992477
4635,"(6, 2, 7, 4, 6)","1-2, 0-1, 1-3, 0-3, 1-2",7.566765396318779e-13,0.999999999999244
5015,"(6, 4, 6, 7, 4)","1-2, 0-3, 1-2, 1-3, 0-3",7.619459910474076e-13,0.9999999999992385
3443,"(4, 2, 4, 6, 2)","0-3, 0-1, 0-3, 1-2, 0-1",7.688662769698812e-13,0.9999999999992312
4167,"(4, 7, 3, 4, 6)","0-3, 1-3, 0-2, 0-3, 1-2",7.767551058636881e-13,0.9999999999992232
3828,"(4, 4, 6, 3, 6)","0-3, 0-3, 1-2, 0-2, 1-2",7.773494943347716e-13,0.9999999999992227
6456,"(7, 7, 3, 3, 4)","1-3, 1-3, 0-2, 0-2, 0-3",7.775735035740193e-13,0.999999999999222
2513,"(3, 3, 6, 7, 6)","0-2, 0-2, 1-2, 1-3, 1-2",7.81284619286539e-13,0.9999999999992181
2133,"(2, 10, 6, 3, 4)","0-1, 2-3, 1-2, 0-2, 0-3",7.850857096387443e-13,0.9999999999992151
6370,"(7, 6, 7, 2, 6)","1-3, 1-2, 1-3, 0-1, 1-2",7.982388944798558e-13,0.9999999999992021
5001,"(6, 4, 6, 4, 2)","1-2, 0-3, 1-2, 0-3, 0-1",8.001088246768155e-13,0.9999999999992001
3318,"(3, 10, 7, 4, 3)","0-2, 2-3, 1-3, 0-3, 0-2",8.001831514936467e-13,0.9999999999991998
1214,"(2, 2, 7, 6, 7)","0-1, 0-1, 1-3, 1-2, 1-3",8.012575520756493e-13,0.9999999999991984
7396,"(10, 6, 2, 7, 10)","2-3, 1-2, 0-1, 1-3, 2-3",8.069550578100082e-13,0.9999999999991928
2990,"(3, 7, 2, 7, 6)","0-2, 1-3, 0-1, 1-3, 1-2",8.078334922266567e-13,0.9999999999991919
6934,"(10, 2, 7, 4, 10)","2-3, 0-1, 1-3, 0-3, 2-3",8.084888714784747e-13,0.9999999999991914
5045,"(6, 4, 7, 6, 4)","1-2, 0-3, 1-3, 1-2, 0-3",8.09270969274084e-13,0.9999999999991909
3021,"(3, 7, 3, 6, 7)","0-2, 1-3, 0-2, 1-2, 1-3",8.126073406470604e-13,0.9999999999991871
2151,"(2, 10, 6, 7, 4)","0-1, 2-3, 1-2, 1-3, 0-3",8.180571628222404e-13,0.9999999999991822
2174,"(2, 10, 7, 4, 3)","0-1, 2-3, 1-3, 0-3, 0-2",8.179920876244466e-13,0.9999999999991817
7006,"(10, 3, 2, 4, 10)","2-3, 0-2, 0-1, 0-3, 2-3",8.200063272987419e-13,0.9999999999991802
6807,"(10, 2, 2, 10, 7)","2-3, 0-1, 0-1, 2-3, 1-3",8.202419965328403e-13,0.99999999999918
5372,"(6, 7, 6, 2, 7)","1-2, 1-3, 1-2, 0-1, 1-3",8.216509848308511e-13,0.9999999999991788
6016,"(7, 3, 10, 3, 6)","1-3, 0-2, 2-3, 0-2, 1-2",8.181641989629234e-13,0.9999999999991787
2261,"(3, 2, 3, 2, 7)","0-2, 0-1, 0-2, 0-1, 1-3",8.230389649733871e-13,0.9999999999991773
5393,"(6, 7, 6, 10, 3)","1-2, 1-3, 1-2, 2-3, 0-2",8.293348426598908e-13,0.9999999999991709
1196,"(2, 2, 6, 10, 7)","0-1, 0-1, 1-2, 2-3, 1-3",8.334923571767556e-13,0.9999999999991666
2166,"(2, 10, 7, 2, 10)","0-1, 2-3, 1-3, 0-1, 2-3",8.373349060860105e-13,0.9999999999991629
6838,"(10, 2, 3, 7, 10)","2-3, 0-1, 0-2, 1-3, 2-3",8.490558219212936e-13,0.9999999999991513
1222,"(2, 2, 7, 10, 6)","0-1, 0-1, 1-3, 2-3, 1-2",8.502496248720119e-13,0.9999999999991496
7163,"(10, 3, 10, 6, 2)","2-3, 0-2, 2-3, 1-2, 0-1",8.532537991497812e-13,0.999999999999147
1605,"(2, 4, 10, 2, 4)","0-1, 0-3, 2-3, 0-1, 0-3",8.560214821122386e-13,0.9999999999991445
1155,"(2, 2, 4, 4, 10)","0-1, 0-1, 0-3, 0-3, 2-3",8.588112282245594e-13,0.999999999999141
2123,"(2, 10, 4, 10, 7)","0-1, 2-3, 0-3, 2-3, 1-3",8.595671311359297e-13,0.9999999999991402
2556,"(3, 3, 7, 10, 7)","0-2, 0-2, 1-3, 2-3, 1-3",8.648406361338413e-13,0.9999999999991351
1223,"(2, 2, 7, 10, 7)","0-1, 0-1, 1-3, 2-3, 1-3",8.686555411692258e-13,0.9999999999991309
4084,"(4, 6, 7, 10, 3)","0-3, 1-2, 1-3, 2-3, 0-2",8.697971448378776e-13,0.9999999999991305
4034,"(4, 6, 6, 4, 10)","0-3, 1-2, 1-2, 0-3, 2-3",8.866869693813212e-13,0.9999999999991132
2363,"(3, 2, 7, 4, 3)","0-2, 0-1, 1-3, 0-3, 0-2",8.917781021003431e-13,0.999999999999108
2076,"(2, 10, 3, 6, 10)","0-1, 2-3, 0-2, 1-2, 2-3",8.930707408332969e-13,0.999999999999107
3062,"(3, 7, 4, 7, 6)","0-2, 1-3, 0-3, 1-3, 1-2",8.956165406454158e-13,0.9999999999991042
1461,"(2, 4, 2, 4, 10)","0-1, 0-3, 0-1, 0-3, 2-3",9.033009474352934e-13,0.9999999999990964
4048,"(4, 6, 6, 10, 3)","0-3, 1-2, 1-2, 2-3, 0-2",9.039334377641256e-13,0.9999999999990943
6495,"(7, 7, 4, 4, 10)","1-3, 1-3, 0-3, 0-3, 2-3",9.057274969653218e-13,0.999999999999094
5129,"(6, 6, 3, 3, 10)","1-2, 1-2, 0-2, 0-2, 2-3",9.080555423300952e-13,0.999999999999093
